aid,z,log_M,logage,logZ,alpha_fe,sigma_e,ra,dec,Scale,Rhlr,e,ng,_RA,_DE,Separation
spec-1605-53062-0196,0.04016688,10.772,10.135268413783393,0.1487274834735838,0.155354693825864,163.05008643928625,169.79257531,12.16480931,0.795,4.02,0.07,5.16,169.79257,12.16481,0.01885113383283586
spec-1605-53062-0237,0.08316237,11.073,10.161699920643322,0.17331827968534097,0.197077707602291,187.65719518054993,169.45196783,12.01009106,1.564,5.91,0.23,4.2,169.45197,12.01009,0.008540888767472395
spec-1605-53062-0477,0.08325977,10.904,10.139534514318798,0.29256068704896543,0.245656974422454,162.784980695515,170.10165373,12.17874842,1.566,7.22,0.26,5.33,170.10165,12.17875,0.014305235604735725
spec-1606-53055-0383,0.08363383,11.008,10.14369169535753,0.2532231227833171,0.151404698458242,181.2152211333013,171.26842329,12.41952299,1.572,6.9,0.27,6.47,171.26842,12.41952,0.015800489388433578
spec-1607-53083-0268,0.09140764,10.716,10.165674883320731,0.266949329596085,-0.010432835266282,161.60215189097323,173.67153512,11.82756907,1.703,4.25,0.56,4.52,173.67153,11.82757,0.01834870025134774
spec-1607-53083-0369,0.07907328,10.629,10.161339108470703,0.10953176245844741,-0.426945304356209,138.03336253766375,173.63159803,13.43019606,1.494,8.42,0.46,6.27,173.6316,13.4302,0.015772415109070754
spec-1607-53083-0528,0.09791386,10.744,10.096924323952612,0.15332838427174392,0.278102228981172,150.6256845958176,174.49421273,13.15356965,1.81,3.77,0.53,3.86,174.49421,13.15357,0.00965273792197762
spec-1607-53083-0538,0.08225457,10.557,10.150952843632963,-0.03510966787479127,0.399311678361885,149.60614473950156,174.53299797,13.20263287,1.549,4.18,0.07,5.12,174.533,13.20263,0.012544765564330375
spec-1607-53083-0586,0.08171295,10.924,10.075031542757312,0.2773454002947936,0.264395035735878,147.17442708371138,175.08004225,12.66547856,1.54,9.56,0.77,4.59,175.08004,12.66548,0.009451439218409546
spec-1607-53083-0593,0.08153594,10.875,10.095499859744411,0.2714637621262358,0.151357281687412,150.17627567091105,175.03974651,12.59754469,1.536,10.01,0.58,7.04,175.03975,12.59754,0.020866593282674074
spec-1608-53138-0444,0.08062661,11.297,10.093842847690114,0.307996677215039,0.180446556300705,197.83040453659197,175.70042056,13.20852406,1.522,7.32,0.72,1.73,175.70042,13.20852,0.014747186709189482
spec-1608-53138-0508,0.08237752,10.335,10.116879044291728,0.009584449081155206,-0.426377112163015,101.37736243065928,176.14901553,12.70620709,1.55,2.63,0.59,3.95,176.14902,12.70621,0.018872499009478298
spec-1608-53138-0638,0.08496188,11.105,10.03314577763246,0.28886489895786693,0.0875106160639308,174.34389417220265,177.35270338,12.33781343,1.595,6.11,0.67,2.37,177.3527,12.33781,0.01713981722735816
spec-1608-53138-0640,0.08146034,10.657,10.113887864746829,-0.2643166656138871,0.107261717530489,128.9052623084771,177.34923148,12.28988697,1.535,5.9,0.35,4.54,177.34923,12.28989,0.012086597873791564
spec-1609-53142-0268,0.08116774,11.147,10.160828197559272,0.3770550817847385,0.161858217623486,218.14056487866756,176.82019758,12.15697675,1.53,8.17,0.1,7.08,176.8202,12.15698,0.01447145256464672
spec-1609-53142-0479,0.06886777,10.96,10.078441656604499,0.20153308661741684,0.0356585736288052,152.25040943211093,177.34439223,12.76883563,1.317,7.54,0.75,5.8,177.34439,12.76884,0.017572602220380942
spec-1609-53142-0516,0.06436705,10.764,10.123078485657176,0.08043547691147207,-0.0846447579219622,129.35937894494188,177.94182107,12.87100856,1.238,4.55,0.5,1.33,177.94182,12.87101,0.006401210331619479
spec-1610-53144-0046,0.06811631,10.736,10.035585144846582,0.303930836839451,0.147891013444942,165.90548879481884,179.32722573,10.99127616,1.304,4.92,0.37,7.9,179.32723,10.99128,0.02046488842473992
spec-1610-53144-0070,0.08072434,10.652,9.978781879324343,0.017519737265049816,-0.41215017750875,124.53972137033082,179.7690716,12.00164934,1.523,6.55,0.24,3.86,179.76907,12.00165,0.006114606280648479
spec-1610-53144-0163,0.02098345,10.204,10.037372354706783,0.10070094458864545,0.00562741431674896,97.74958243010308,178.87703619,11.92371219,0.425,2.93,0.49,4.66,178.87704,11.92371,0.015564555951080071
spec-1610-53144-0446,0.05456047,10.989,10.115469751566023,0.2506484625898805,0.181827411203547,174.3874802058654,179.21986348,13.61201603,1.061,4.82,0.15,4.98,179.21986,13.61202,0.01877548665377199
spec-1610-53144-0481,0.08086251,10.987,10.136381279083645,0.26381753535021246,0.250014040673508,141.76549256779137,179.17850427,12.79371978,1.525,9.44,0.43,3.68,179.1785,12.79372,0.015011276635263596
spec-1611-53147-0075,0.06571171,11.065,10.136057208410298,0.30993421765568974,0.0802485306650549,168.98305159250637,182.0757116,12.47227612,1.261,6.94,0.4,3.7,182.07571,12.47228,0.015057727596002796
spec-1611-53147-0136,0.06215617,10.758,10.128873644799272,0.21036224179919485,0.0793851017314477,142.62364215256014,181.2403783,11.49224789,1.198,3.25,0.53,4.2,181.24038,11.49225,0.009678164764347269
spec-1611-53147-0285,0.03044251,10.389,10.00035646352139,0.3517813435284963,0.0940111068252917,99.80162548500498,179.80060252,11.50546674,0.612,2.48,0.46,4.04,179.8006,11.50547,0.014722789717527758
spec-1612-53149-0017,0.06463926,11.095,10.1562899803659,0.15081429152189715,0.08539678534834,192.4092391552914,184.00922816,12.49813706,1.243,6.71,0.2,4.45,184.00923,12.49814,0.012403368528932143
spec-1612-53149-0093,0.06642567,11.29,10.152348286797535,0.2871026639173413,0.251327919373,224.67940727857538,183.45749594,12.35702446,1.274,7.87,0.3,3.79,183.4575,12.35702,0.021485787547639808
spec-1612-53149-0390,0.08724213,10.549,10.108763965970624,-0.08893208300609391,0.00913662031771663,107.58423167672494,182.25997625,13.45211278,1.634,4.06,0.07,5.13,182.25998,13.45211,0.016508999879555397
spec-1613-53115-0017,0.09232392,11.318,10.149925122403696,0.3339692714654366,0.397579813999427,218.60051350279238,185.36618287,11.56354449,1.719,20.1,0.02,8.0,185.36618,11.56354,0.019071855637108823
spec-1613-53115-0156,0.05965435,10.884,10.141192711706159,0.13944279839649393,0.109523695542915,137.26169324999864,184.919523,12.40548846,1.153,4.65,0.51,2.76,184.91952,12.40549,0.011916074407040449
spec-1613-53115-0386,0.0640073,10.556,10.114692327590607,0.17955861190033992,0.133998742066963,115.84484633570568,183.85951279,12.79548279,1.231,2.71,0.29,4.07,183.85951,12.79548,0.014029099984871543
spec-1613-53115-0414,0.0938509,10.884,10.118095315423258,0.24191629247719743,0.0317609163160173,155.19376108324946,183.91997887,13.67425588,1.743,3.89,0.23,5.56,183.91998,13.67426,0.015349658511749199
spec-1613-53115-0441,0.0883619,10.709,10.111629764288955,0.16328354106882187,0.0762841012595615,157.66281039365234,184.24048658,13.46566522,1.652,4.24,0.51,5.04,184.24049,13.46566,0.022282389794665784
spec-1613-53115-0464,0.05697443,10.319,10.078654394395897,0.14925216619112316,-0.00761627231229129,101.23727817817421,184.19530987,13.19802237,1.105,3.65,0.27,5.29,184.19531,13.19802,0.008544157689847466
spec-1613-53115-0482,0.06918326,10.989,10.156612289328198,0.2864167218051163,0.190140501124118,197.1531478105063,184.57372005,13.25644111,1.322,6.25,0.51,3.66,184.57372,13.25644,0.0039998390361679955
spec-1614-53120-0027,0.08917778,11.278,10.035910415784471,0.3168675436339978,0.0354747448023403,220.11649126678188,187.13888479,11.96409528,1.666,5.54,0.23,5.61,187.13888,11.96409,0.0254141971942796
spec-1614-53120-0140,0.0650718,11.042,10.069415977017924,0.3716188973660665,0.167635489904179,158.490289875208,185.99833197,11.33411632,1.25,4.76,0.24,1.85,185.99833,11.33412,0.014962062509693364
spec-1614-53120-0275,0.08098962,10.521,10.143591553656222,0.037560351140152784,0.170660698795316,139.70108690396273,185.50337679,12.10959123,1.527,6.0,0.75,3.61,185.50338,12.10959,0.012135541267200036
spec-1615-53166-0172,0.05413922,10.894,10.144243241439773,0.21370612126837563,0.228170977562393,170.48992889982534,187.45808497,12.03981194,1.053,5.87,0.27,5.22,187.45808,12.03981,0.018840680273016587
spec-1615-53166-0237,0.08698136,10.681,10.161027428213242,0.06323380814165784,0.0025802224805701,158.66755008775584,187.08592861,11.90980668,1.629,4.28,0.58,5.12,187.08593,11.90981,0.012916032047841152
spec-1615-53166-0253,0.08523664,10.766,10.140101811871961,0.154760451565115,0.0252823896672305,147.42764957916086,187.23609057,11.48044915,1.6,3.77,0.62,2.74,187.23609,11.48045,0.003661625281314198
spec-1615-53166-0525,0.0830195,10.774,10.05059377947401,0.2423780047152775,-0.0156299921717811,141.55604054854166,187.51977599,13.44224092,1.561,3.38,0.44,2.94,187.51978,13.44224,0.014425866088544445
spec-1616-53169-0033,0.07398075,11.104,10.109682803848493,0.2555849941710893,0.168862441850175,206.88271680650107,190.25738324,12.3412372,1.406,5.87,0.16,5.29,190.25738,12.34124,0.01521316221571538
spec-1616-53169-0076,0.04106347,10.868,10.092970317687039,0.2837818791258227,-0.0128576357684106,162.814276791116,189.91193902,12.41888039,0.811,3.41,0.64,3.93,189.91194,12.41888,0.0037205296168514915
spec-1616-53169-0175,0.04323803,10.38,10.016078147850186,-0.0025155622543623045,0.0247200938171968,98.97491492326063,189.00062744,12.39959027,0.853,3.07,0.74,2.09,189.00063,12.39959,0.009053355831132556
spec-1616-53169-0226,0.09366924,11.145,10.153944488413181,0.09782484287690803,0.263502776165151,190.38136189416755,188.6687897,12.54454065,1.74,8.72,0.47,5.33,188.66879,12.54454,0.0025665102415242517
spec-1616-53169-0228,0.0937973,10.58,10.16744472286486,0.09617952593451996,0.0423732370795668,108.99910125302114,188.41148944,12.46145026,1.743,3.05,0.2,3.3,188.41149,12.46145,0.0021797044615691824
spec-1616-53169-0233,0.0966044,10.732,10.096221019535342,0.08704212972427135,-0.0192841073494179,146.9797550634304,188.66156581,11.84533301,1.789,3.54,0.08,3.54,188.66157,11.84533,0.018312806459255884
spec-1617-53112-0268,0.05402751,10.748,10.14730408596087,0.1249715993398078,0.105980645567798,120.4671609702057,169.13639462,7.02500627,1.051,7.18,0.65,3.06,169.13639,7.02501,0.02127902482543765
spec-1617-53112-0598,0.07522351,10.752,10.153656928807616,0.17430891799227274,0.154197178208906,143.60456377253684,170.86376096,7.44994629,1.427,4.64,0.13,4.74,170.86376,7.44995,0.013788613922221214
spec-1618-53116-0170,0.08324043,10.593,10.077620269870097,0.2535651201516456,-0.0386445876841229,129.62870726232774,172.30037224,7.09595307,1.566,3.3,0.34,5.61,172.30037,7.09595,0.01364486985597367
spec-1618-53116-0216,0.06367969,10.604,10.127203909992227,0.12703189827430142,0.253877755993098,118.6356940162462,171.73677412,6.70981517,1.225,2.83,0.13,2.78,171.73677,6.70981,0.02373587027360356
spec-1619-53084-0255,0.0930461,10.623,10.157156068642877,0.007508091053078552,0.144431457476756,116.05023219181695,173.24494023,6.43705895,1.731,3.07,0.28,2.58,173.24494,6.43706,0.0038685096286057725
spec-1619-53084-0634,0.08880214,10.968,10.09721629659943,0.1124189958774349,0.164889915139069,161.19802762531694,175.18324108,7.30051693,1.659,5.97,0.15,4.8,175.18324,7.30052,0.011705517942467467
spec-1620-53137-0074,0.08788531,10.865,10.12947477962166,0.18846432877288016,0.0114593992581754,159.54142261558266,176.88212993,6.92319116,1.644,13.41,0.22,6.41,176.88213,6.92319,0.004183486261419913
spec-1620-53137-0087,0.07396673,10.784,10.098490906609754,0.1896353572521876,0.207184251914234,141.87756865403185,175.91199752,6.28040127,1.406,5.02,0.6,6.59,175.912,6.2804,0.009982909381241547
spec-1620-53137-0359,0.08311146,11.099,10.0823898355923,0.04767938991257329,0.175117096671355,196.5156722194394,174.71042995,7.42950616,1.563,6.25,0.19,6.63,174.71043,7.42951,0.013825152234801392
spec-1620-53137-0394,0.08818712,11.348,10.127123072619113,0.38651254559409337,0.0412630616119746,219.08573755407602,175.39622518,7.41430974,1.649,15.56,0.01,8.0,175.39622,7.41431,0.01851575666070484
spec-1620-53137-0405,0.09956231,10.543,9.944673399430508,-8.53526991356004E-4,-0.842124790818186,146.30118243443326,175.47270241,8.74361967,1.838,3.31,0.63,4.11,175.4727,8.74362,0.008657072705926236
spec-1620-53137-0432,0.08603132,10.524,10.133202892322192,0.1937454805417029,0.217725797492558,139.82172214081837,175.52965692,7.85305872,1.612,3.23,0.55,4.58,175.52966,7.85306,0.011911432435673516
spec-1620-53137-0475,0.09773438,11.244,10.07810563288576,0.3114397440775948,0.0896756194943879,211.90655274607929,175.76622363,7.43357585,1.808,6.91,0.29,4.55,175.76622,7.43358,0.01977669776381188
spec-1620-53137-0637,0.08306638,10.532,9.710300449006208,0.06178044656543426,0.154041532017088,122.85654624584397,176.87364747,7.51097298,1.563,4.99,0.47,7.35,176.87365,7.51097,0.014022418110262535
spec-1621-53383-0094,0.08236456,10.419,10.155119549744148,0.24236122652402006,-0.284666416353232,121.70199486638299,177.53162073,6.51244053,1.55,4.84,0.14,7.93,177.53162,6.51244,0.0032338838414046702
spec-1621-53383-0114,0.08788509,10.448,10.114749072013746,0.17208151136777047,0.0984635139171717,122.1824803062929,176.88320565,6.92165703,1.643,4.61,0.58,2.65,176.88321,6.92166,0.01886777317058007
spec-1621-53383-0133,0.01708472,10.394,10.132012322118413,-0.215231309357876,-0.011650438026468,98.68497085094789,177.46717552,6.6677347,0.349,3.02,0.34,3.56,177.46718,6.66773,0.023300042669493995
spec-1621-53383-0291,0.0943202,10.586,10.113663918576934,-0.028946284793743136,-0.0462969255031635,141.3196614834612,176.2972922,6.78837142,1.752,2.8,0.67,2.23,176.29729,6.78837,0.009379900995734693
spec-1621-53383-0349,0.08673298,11.012,10.148482896681752,0.2184978227741002,-0.0773316394898501,163.56600846154606,175.64914355,7.81816602,1.625,5.67,0.08,4.87,175.64914,7.81817,0.019120610382560226
spec-1621-53383-0388,0.08688334,10.719,10.096093952044498,0.07437281629671467,0.0814784105584321,122.91117338729505,175.86192008,7.82984151,1.627,7.43,0.16,6.07,175.86192,7.82984,0.005443482403851327
spec-1621-53383-0423,0.06647016,10.601,10.066974812642748,0.05183701338892925,-0.0828624148115028,133.42305322548646,176.12286179,7.81533457,1.275,3.08,0.64,4.08,176.12286,7.81533,0.01764725502546459
spec-1621-53383-0554,0.0809731,11.009,10.153160724131716,0.20280956643691994,0.17168440607092,191.08896136008636,176.86194518,7.87681919,1.527,5.76,0.23,4.05,176.86194,7.87682,0.018700799598029654
spec-1622-53385-0294,0.0781206,10.779,9.950100075828129,0.3230522757995479,0.300569309954286,162.10261937349074,177.71495811,6.65815861,1.477,5.55,0.33,6.09,177.71496,6.65816,0.008409047491874235
spec-1622-53385-0425,0.08034191,10.83,10.131015030047902,0.25703686626022526,0.117125469433275,165.97688521555887,178.08342818,8.08461149,1.516,6.84,0.32,5.5,178.08343,8.08461,0.008417371541249276
spec-1622-53385-0428,0.08044813,10.464,10.004135545715869,-0.10635647276720496,-0.0138855086781798,102.03749178596844,178.05079258,8.07213801,1.519,3.25,0.6,2.89,178.05079,8.07214,0.011657137420308446
spec-1622-53385-0500,0.08047694,11.124,10.156257810303263,0.25819314062970894,0.169943606898871,173.86101820915522,178.55161287,7.84074653,1.519,14.27,0.03,7.28,178.55161,7.84075,0.01614972501183054
spec-1623-53089-0029,0.08321358,10.556,10.102324019429389,0.2414923718707977,0.0853256545911504,151.78550420515293,182.26696288,6.93567993,1.565,2.88,0.75,2.21,182.26696,6.93568,0.010295214981982876
spec-1623-53089-0142,0.03753991,10.51,10.138238866710976,0.06992483420481506,0.126886891528381,144.4620026672411,181.53518796,7.17969468,0.746,3.49,0.1,5.56,181.53519,7.17969,0.01835611515072002
spec-1624-53386-0073,0.08372283,11.015,10.076994641777253,0.1743568636472215,0.151585132856043,174.66873173307388,184.05853153,7.13382128,1.574,4.2,0.15,4.68,184.05853,7.13382,0.007148695085797086
spec-1625-53140-0164,0.08408007,10.76,10.127430593441042,0.11783691059597964,0.252444302227485,151.40395358042375,185.10194494,7.14079339,1.58,9.6,0.18,7.88,185.10194,7.14079,0.02145509523446886
spec-1625-53140-0229,0.06453288,10.601,10.098607604245863,0.10232973805457338,0.0066420786305999,138.06784570077048,184.52373738,7.56196655,1.241,3.69,0.75,3.73,184.52374,7.56197,0.015546007756978413
spec-1625-53140-0319,0.07367731,10.924,10.038462112784284,0.22416587741236285,0.417515970243184,149.69133032920132,183.95723296,6.88967157,1.401,6.81,0.08,5.26,183.95723,6.88967,0.011994226190358727
spec-1625-53140-0532,0.07156898,11.06,10.147609243314308,0.2185026832482243,0.216407552301935,192.55950598613722,185.2035214,8.3464511,1.365,6.94,0.37,4.5,185.20352,8.34645,0.006367728310858845
spec-1626-53472-0052,0.07407735,10.471,10.147827555896367,-0.09195595895813315,0.76721333189925,112.29698738409638,186.65263512,6.4568652,1.409,3.49,0.66,2.99,186.65263,6.45686,0.02618932302367795
spec-1626-53472-0203,0.07456221,10.528,10.159137475885926,-0.1090004724837055,0.231589765170351,125.23748888391096,185.68675042,6.74858305,1.416,3.92,0.6,3.23,185.68675,6.74858,0.011082191757206874
spec-1626-53472-0300,0.07501041,10.459,10.048748280927944,-0.05640056089701675,-0.7607683595363,106.71192301583609,185.50670895,6.48038709,1.424,3.73,0.41,2.91,185.50671,6.48039,0.011128924893606888
spec-1626-53472-0343,0.09209482,10.995,10.01518923561804,0.28810936217977745,0.0387377922294996,147.97286330777268,185.03776423,8.01708965,1.714,5.93,0.75,2.29,185.03776,8.01709,0.01513171991238016
spec-1626-53472-0428,0.07143327,11.029,9.835465259610368,-0.029242432037966108,0.0308383996129834,141.97511102658714,185.43128626,7.84936706,1.363,7.49,0.2,5.11,185.43129,7.84937,0.01702701635056302
spec-1626-53472-0504,0.09027869,10.79,10.124766239528242,0.08107648956019174,0.232760458563076,174.628212831732,186.27034715,8.21276535,1.684,3.5,0.3,3.72,186.27035,8.21276,0.021773082364352086
spec-1626-53472-0567,0.08546923,10.654,10.121913124565294,0.2501496328296262,0.125901702907106,161.59298652107057,186.86598199,8.82201055,1.603,4.16,0.38,4.9,186.86598,8.82201,0.007350927251195115
spec-1627-53473-0071,0.08394182,11.388,10.133926202920868,0.3997479929051731,0.501437812229215,235.2727535330771,188.66469854,7.11809093,1.577,7.87,0.02,5.61,188.6647,7.11809,0.0061976167927035985
spec-1627-53473-0083,0.08393323,10.688,9.916398573771081,0.27562850009287176,0.0735307068909732,142.00898016974344,188.09665123,6.70453044,1.577,3.93,0.51,5.31,188.09665,6.70453,0.0046742898826389245
spec-1627-53473-0245,0.08540756,10.825,10.13551334207202,0.3312026859315032,0.213985126602892,170.08257107166517,186.8844542,6.55883957,1.602,5.2,0.04,7.37,186.88445,6.55884,0.015100595065027827
